"_time","file_name","size_of_file",user
"1534809051.000","file_12572",46301,chuck
"1534809059.000","file_32387",86025,chuck
"1534809059.000","file_9652",100552,chuck
"1534809061.000","file_14542",91482,chuck
"1534809062.000","file_18932",46531,chuck
"1534809071.000","file_32188",46456,chuck
"1534809074.000","file_18338",68927,chuck
"1534809077.000","file_38860",105499,chuck
"1534809081.000","file_28775",52805,chuck
"1534809084.000","file_36477",41143,chuck
"1534809093.000","file_33203",45421,chuck
"1534809093.000","file_12785",92423,chuck
"1534809103.000","file_22318",85238,chuck
"1534809113.000","file_35136",85996,chuck
"1534809113.000","file_35002",85936,chuck
"1534809115.000","file_47457",45295,chuck
"1534809119.000","file_28198",45440,chuck
"1534809121.000","file_3709",81321,chuck
"1534809121.000","file_33216",105165,chuck
"1534809123.000","file_2254",66323,chuck
"1534809128.000","file_613",48927,chuck
"1534809131.000","file_24627",46546,chuck
"1534809139.000","file_6598",86161,chuck
"1534809144.000","file_44533",98256,chuck
"1534809144.000","file_25882",51629,chuck
"1534809152.000","file_12467",39533,chuck
"1534809154.000","file_15918",78487,chuck
"1534809157.000","file_22556",33446,chuck
"1534809163.000","file_18567",45629,chuck
"1534809168.000","file_27777",102028,chuck
"1534809173.000","file_31500",67707,chuck
"1534809173.000","file_11146",32698,chuck
"1534809175.000","file_21401",77668,chuck
"1534809175.000","file_22203",64988,chuck
"1534809177.000","file_22125",31228,chuck
"1534809185.000","file_15488",46657,chuck
"1534809187.000","file_25478",42023,chuck
"1534809192.000","file_26809",48230,chuck
"1534809192.000","file_15416",45496,chuck
"1534809195.000","file_27347",96534,chuck
"1534809198.000","file_46301",32285,chuck
"1534809203.000","file_30255",46850,chuck
"1534809209.000","file_6200",40338,chuck
"1534809214.000","file_38958",62186,chuck
"1534809214.000","file_6204",59809,chuck
"1534809216.000","file_47284",50525,chuck
"1534809223.000","file_15098",40516,chuck
"1534809225.000","file_25742",62767,chuck
"1534809226.000","file_48231",31224,chuck
"1534809235.000","file_39076",56266,chuck
"1534809235.000","file_32598",58213,chuck
"1534809237.000","file_49853",103550,chuck
"1534809237.000","file_22518",99780,chuck
"1534809240.000","file_19820",63234,chuck
"1534809245.000","file_7536",32754,chuck
"1534809247.000","file_32281",64116,chuck
"1534809248.000","file_33116",85682,chuck
"1534809254.000","file_28624",61806,chuck
"1534809264.000","file_6155",71624,chuck
"1534809264.000","file_12482",68003,chuck
"1534809266.000","file_46792",78748,chuck
"1534809266.000","file_5528",66135,chuck
"1534809268.000","file_48128",51013,chuck
"1534809275.000","file_25391",39591,chuck
"1534809276.000","file_27146",47900,chuck
"1534809277.000","file_999",103988,chuck
"1534809285.000","file_9532",94368,chuck
"1534809287.000","file_35555",69807,chuck
"1534809292.000","file_20378",94008,chuck
"1534809301.000","file_39053",86683,chuck
"1534809311.000","file_22034",76525,chuck
"1534809311.000","file_4221",69525,chuck
"1534809313.000","file_18282",97374,chuck
"1534809313.000","file_46961",36979,chuck
"1534809323.000","file_3318",93060,chuck
"1534809325.000","file_28150",56034,chuck
"1534809336.000","file_12505",62250,chuck
"1534809341.000","file_33835",58117,chuck
"1534809343.000","file_46897",100493,chuck
"1534809346.000","file_27969",105121,chuck
"1534809351.000","file_39914",42498,chuck
"1534809353.000","file_47205",73676,chuck
"1534809364.000","file_38750",97295,chuck
"1534809364.000","file_20783",44510,chuck
"1534809372.000","file_5532",47374,chuck
"1534809374.000","file_8513",57450,chuck
"1534809376.000","file_3432",91356,chuck
"1534809381.000","file_1987",74665,chuck
"1534809381.000","file_28521",71862,chuck
"1534809386.000","file_15566",31694,chuck
"1534809395.000","file_28935",100728,chuck
"1534809405.000","file_2356",98989,chuck
"1534809406.000","file_7457",68046,chuck
"1534809416.000","file_20227",67343,chuck
"1534809416.000","file_43655",36500,chuck
"1534809418.000","file_10610",53795,chuck
"1534809421.000","file_12900",83256,chuck
"1534809426.000","file_13083",78140,chuck
"1534809428.000","file_7308",56365,chuck
"1534809429.000","file_4780",36477,chuck
"1534809439.000","file_38252",85293,chuck
"1534809449.000","file_22457",59787,chuck
"1534809457.000","file_12629",84447,chuck
"1534809459.000","file_6076",54461,chuck
"1534809461.000","file_30926",100951,chuck
"1534809466.000","file_5013",89850,chuck
"1534809478.000","file_16572",55037,chuck
"1534809478.000","file_44141",44595,chuck
"1534809480.000","file_11466",101578,chuck
"1534809483.000","file_34570",60510,chuck
"1534809499.000","file_8869",32660,chuck
"1534809499.000","file_44189",91490,chuck
"1534809501.000","file_43632",55935,chuck
"1534809503.000","file_32677",92077,chuck
"1534809508.000","file_48381",76366,chuck
"1534809518.000","file_41474",86160,chuck
"1534809520.000","file_23487",87987,chuck
"1534809527.000","file_19879",102121,chuck
"1534809532.000","file_36971",37430,chuck
"1534809537.000","file_32238",70480,chuck
"1534809539.000","file_48748",74237,chuck
"1534809539.000","file_23572",67848,chuck
"1534809548.000","file_47926",98438,chuck
"1534809548.000","file_9755",93761,chuck
"1534809548.000","file_27433",45463,chuck
"1534809551.000","file_23351",72077,chuck
"1534809562.000","file_13248",32593,chuck
"1534809569.000","file_39765",63270,chuck
"1534809571.000","file_26069",78378,chuck
"1534809574.000","file_1007",55662,chuck
"1534809579.000","file_47747",82583,chuck
"1534809583.000","file_36540",51643,chuck
"1534809590.000","file_44530",38424,chuck
"1534809599.000","file_47276",69349,chuck
"1534809600.000","file_24912",81594,chuck
"1534809601.000","file_15688",90087,chuck
"1534809609.000","file_46432",104529,chuck
"1534809609.000","file_11509",93565,chuck
"1534809611.000","file_7945",82998,chuck
"1534809611.000","file_26358",77277,chuck
"1534809619.000","file_19789",104134,chuck
"1534809642.000","file_48391",68598,chuck
"1534809643.000","file_12912",91579,chuck
"1534809646.000","file_20668",76777,chuck
"1534809654.000","file_43747",86152,chuck
"1534809654.000","file_14675",104364,chuck
"1534809656.000","file_27474",75419,chuck
"1534809661.000","file_19529",37334,chuck
"1534809663.000","file_32447",61412,chuck
"1534809665.000","file_26951",74449,chuck
"1534809673.000","file_48002",44888,chuck
"1534809685.000","file_29818",94748,chuck
"1534809689.000","file_39847",68408,chuck
"1534809689.000","file_37310",65580,chuck
"1534809694.000","file_3456",37532,chuck
"1534809702.000","file_48987",52821,chuck
"1534809702.000","file_17792",47281,chuck
"1534809709.000","file_39836",46736,chuck
"1534809711.000","file_37815",71590,chuck
"1534809717.000","file_30832",96056,chuck
"1534809722.000","file_49247",69109,chuck
"1534809725.000","file_821",57321,chuck
"1534809732.000","file_11658",30641,chuck
"1534809743.000","file_7873",86203,chuck
"1534809744.000","file_19067",86478,chuck
"1534809754.000","file_41324",66881,chuck
"1534809763.000","file_43635",50812,chuck
"1534809768.000","file_13141",56546,chuck
"1534809774.000","file_11780",74021,chuck
"1534809774.000","file_30632",96942,chuck
"1534809779.000","file_19055",46531,chuck
"1534809788.000","file_41400",91848,chuck
"1534809791.000","file_27986",39983,chuck
"1534809793.000","file_23483",48625,chuck
"1534809806.000","file_3835",86771,chuck
"1534809808.000","file_23222",63930,chuck
"1534809811.000","file_42752",39106,chuck
"1534809818.000","file_9577",70365,chuck
"1534809818.000","file_22413",52840,chuck
"1534809820.000","file_37868",39404,chuck
"1534809824.000","file_35071",49002,chuck
"1534809824.000","file_29743",87741,chuck
"1534809842.000","file_7714",44805,chuck
"1534809847.000","file_30600",66641,chuck
"1534809852.000","file_4239",40533,chuck
"1534809854.000","file_40090",33993,chuck
"1534809854.000","file_38701",40495,chuck
"1534809863.000","file_36161",65179,chuck
"1534809863.000","file_12736",50382,chuck
"1534809865.000","file_6930",40983,chuck
"1534809870.000","file_39655",54719,chuck
"1534809870.000","file_810",93987,chuck
"1534809885.000","file_21641",34679,chuck
"1534809889.000","file_8324",36155,chuck
"1534809894.000","file_30248",66953,chuck
"1534809894.000","file_29145",55608,chuck
"1534809896.000","file_19357",32340,chuck
"1534809903.000","file_42248",63220,chuck
"1534809905.000","file_45080",68156,chuck
"1534809914.000","file_47170",53117,chuck
"1534809916.000","file_23192",103017,chuck
"1534809920.000","file_18351",60086,chuck
"1534809925.000","file_33758",47181,chuck
"1534809925.000","file_47571",39789,chuck
"1534809927.000","file_48878",83125,chuck
"1534809929.000","file_35350",37577,chuck
"1534809934.000","file_33943",66531,chuck
"1534809934.000","file_37356",85659,chuck
"1534809936.000","file_6465",66473,chuck
"1534809946.000","file_39047",59167,chuck
"1534809946.000","file_25569",71687,chuck
"1534809948.000","file_21558",78896,chuck
"1534809953.000","file_7224",96497,chuck
"1534809953.000","file_43725",91478,chuck
"1534809953.000","file_21040",81959,chuck
"1534809955.000","file_47358",71120,chuck
"1534809960.000","file_11930",35133,chuck
"1534809965.000","file_43520",51394,chuck
"1534809968.000","file_45472",70594,chuck
"1534809970.000","file_40459",84067,chuck
"1534809975.000","file_48390",90344,chuck
"1534809978.000","file_15312",97445,chuck
"1534809986.000","file_9212",71708,chuck
"1534809986.000","file_21357",77683,chuck
"1534809988.000","file_47218",93652,chuck
"1534809988.000","file_19816",60596,chuck
"1534809991.000","file_9108",75003,chuck
"1534809996.000","file_5117",62067,chuck
"1534809999.000","file_20743",92772,chuck
"1534810001.000","file_16670",101918,chuck
"1534810006.000","file_1316",101805,chuck
"1534810017.000","file_4611",76106,chuck
"1534810020.000","file_35713",52929,chuck
"1534810027.000","file_33028",82633,chuck
"1534810028.000","file_8038",61049,chuck
"1534810031.000","file_14057",40728,chuck
"1534810034.000","file_41676",54408,chuck
"1534810035.000","file_20844",49741,chuck
"1534810038.000","file_22007",86607,chuck
"1534810043.000","file_14594",47962,chuck
"1534810048.000","file_28842",33878,chuck
"1534810050.000","file_984",32399,chuck
"1534810050.000","file_39252",90453,chuck
"1534810052.000","file_5267",67333,chuck
"1534810058.000","file_40620",33046,chuck
"1534810062.000","file_28361",65823,chuck
"1534810067.000","file_36390",64120,chuck
"1534810069.000","file_45154",59737,chuck
"1534810071.000","file_24500",90361,chuck
"1534810080.000","file_21541",58570,chuck
"1534810082.000","file_4067",37992,chuck
"1534810089.000","file_1368",45117,chuck
"1534810097.000","file_6283",59455,chuck
"1534810097.000","file_44976",36681,chuck
"1534810098.000","file_41128",54283,chuck
"1534810112.000","file_669",60517,chuck
"1534810121.000","file_2377",105235,chuck
"1534810133.000","file_32154",87828,chuck
"1534810140.000","file_34708",82604,chuck
"1534810142.000","file_18886",33476,chuck
"1534810151.000","file_29344",74876,chuck
"1534810158.000","file_49664",87599,chuck
"1534810169.000","file_38043",49073,chuck
"1534810169.000","file_10406",61393,chuck
"1534810171.000","file_34659",59324,chuck
"1534810186.000","file_20274",67252,chuck
"1534810195.000","file_28019",105319,chuck
"1534810196.000","file_42872",54210,chuck
"1534810197.000","file_26220",45620,chuck
"1534810204.000","file_15515",56342,chuck
"1534810204.000","file_20041",37561,chuck
"1534810206.000","file_24377",86244,chuck
"1534810218.000","file_14074",63096,chuck
"1534810218.000","file_27834",34496,chuck
"1534810220.000","file_9571",56208,chuck
"1534810223.000","file_37506",52636,chuck
"1534810228.000","file_16824",48223,chuck
"1534810231.000","file_10450",36419,chuck
"1534810232.000","file_33711",82394,chuck
"1534810246.000","file_18993",93257,chuck
"1534810256.000","file_11305",53620,chuck
"1534810256.000","file_25912",75891,chuck
"1534810258.000","file_26868",85201,chuck
"1534810260.000","file_1761",73539,chuck
"1534810265.000","file_39090",40042,chuck
"1534810268.000","file_38500",52047,chuck
"1534810276.000","file_30541",97987,chuck
"1534810276.000","file_33805",77072,chuck
"1534810279.000","file_41895",102778,chuck
"1534810284.000","file_30110",33724,chuck
"1534810287.000","file_39411",76086,chuck
"1534810298.000","file_38031",78263,chuck
"1534810302.000","file_45346",71999,chuck
"1534810307.000","file_23994",87191,chuck
"1534810309.000","file_30834",34267,chuck
"1534810309.000","file_27588",43575,chuck
"1534810317.000","file_17664",55146,chuck
"1534810319.000","file_31566",69886,chuck
"1534810319.000","file_14752",59985,chuck
"1534810327.000","file_44697",49190,chuck
"1534810327.000","file_47136",85133,chuck
"1534810329.000","file_16268",37316,chuck
"1534810329.000","file_48474",34290,chuck
"1534810339.000","file_1220",47827,chuck
"1534810339.000","file_39793",102489,chuck
"1534810347.000","file_14971",69710,chuck
"1534810348.000","file_19288",41659,chuck
"1534810359.000","file_45575",93731,chuck
"1534810365.000","file_25141",73806,chuck
"1534810370.000","file_47154",32287,chuck
"1534810373.000","file_43939",101768,chuck
"1534810383.000","file_22366",78539,chuck
"1534810390.000","file_29528",41122,chuck
"1534810392.000","file_46317",93169,chuck
"1534810392.000","file_7877",94111,chuck
"1534810396.000","file_22398",34088,chuck
"1534810400.000","file_8422",43152,chuck
"1534810403.000","file_17567",44708,chuck
"1534810403.000","file_45622",55425,chuck
"1534810411.000","file_30396",77852,chuck
"1534810411.000","file_42690",66424,chuck
"1534810418.000","file_17043",43845,chuck
"1534810418.000","file_10558",71851,chuck
"1534810420.000","file_4521",36911,chuck
"1534810422.000","file_32685",73202,chuck
"1534810424.000","file_43465",48580,chuck
"1534810429.000","file_24919",81594,chuck
"1534810431.000","file_24825",91459,chuck
"1534810432.000","file_32437",66743,chuck
"1534810442.000","file_28072",54209,chuck
"1534810445.000","file_3382",58285,chuck
"1534810453.000","file_35024",86698,chuck
"1534810459.000","file_45667",54466,chuck
"1534810459.000","file_42888",54090,chuck
"1534810461.000","file_36828",51530,chuck
"1534810463.000","file_2573",74642,chuck
"1534810468.000","file_19258",71863,chuck
"1534810470.000","file_45152",34508,chuck
"1534810471.000","file_29051",67740,chuck
"1534810473.000","file_33426",75738,chuck
"1534810478.000","file_2668",36520,chuck
"1534810483.000","file_511",67480,chuck
"1534810491.000","file_35719",55317,chuck
"1534810509.000","file_27995",43136,chuck
"1534810511.000","file_7333",97958,chuck
"1534810511.000","file_23034",98297,chuck
"1534810529.000","file_47593",77259,chuck
"1534810529.000","file_44120",34686,chuck
"1534810531.000","file_7391",70613,chuck
"1534810534.000","file_4749",93208,chuck
"1534810551.000","file_4742",60759,chuck
"1534810558.000","file_9667",100513,chuck
"1534810570.000","file_42865",45961,chuck
"1534810584.000","file_42503",67637,chuck
"1534810591.000","file_42216",38337,chuck
"1534810595.000","file_35674",98837,chuck
"1534810598.000","file_43917",87570,chuck
"1534810610.000","file_3084",31051,chuck
"1534810612.000","file_446",72372,chuck
"1534810620.000","file_32433",32798,chuck
"1534810622.000","file_30333",30549,chuck
"1534810623.000","file_18063",38660,chuck
"1534810627.000","file_15087",37245,chuck
"1534810634.000","file_18353",105030,chuck
"1534810637.000","file_24015",82280,chuck
"1534810641.000","file_44288",75706,chuck
"1534810648.000","file_13341",76008,chuck
"1534810649.000","file_40558",35500,chuck
"1534810684.000","file_14825",77521,chuck
"1534810694.000","file_1597",69827,chuck
"1534810723.000","file_16440",78273,chuck
"1534810746.000","file_3758",77856,chuck
"1534810750.000","file_49724",58680,chuck
"1534810758.000","file_28280",69629,chuck
"1534815362.000","file_46853",46469,bob
"1534817208.000","file_40477",104711,bob
"1534817209.000","file_12180",63573,bob
"1534817364.000","file_15200",89857,bob
"1534822055.000","file_22573",95022,bob
"1534823392.000","file_11089",99447,bob
"1534823881.000","file_18724",81664,bob
"1534826162.000","file_14878",72576,bob
"1534827625.000","file_5955",41555,chuck
"1534827627.000","file_47356",78800,chuck
"1534827627.000","file_49149",97179,chuck
"1534827633.000","file_12761",99609,chuck
"1534827633.000","file_14608",88720,chuck
"1534827633.000","file_31570",77016,chuck
"1534827635.000","file_34277",88603,chuck
"1534827635.000","file_12609",55221,chuck
"1534827664.000","file_28103",70920,chuck
"1534827666.000","file_11611",62885,chuck
"1534827669.000","file_36632",52234,chuck
"1534827672.000","file_4558",37090,chuck
"1534827673.000","file_36225",67055,chuck
"1534827687.000","file_2485",104096,chuck
"1534827687.000","file_48132",35342,chuck
"1534827695.000","file_527",38218,chuck
"1534827697.000","file_7134",104231,chuck
"1534827697.000","file_48106",63591,chuck
"1534827706.000","file_29256",87230,chuck
"1534827709.000","file_33908",89143,chuck
"1534827717.000","file_25817",44481,chuck
"1534827719.000","file_32655",104798,chuck
"1534827721.000","file_48749",89266,chuck
"1534827725.000","file_39931",87713,chuck
"1534827734.000","file_18566",44179,chuck
"1534827736.000","file_34171",96914,chuck
"1534827738.000","file_479",75545,chuck
"1534827743.000","file_33125",35541,chuck
"1534827744.000","file_42948",76250,chuck
"1534827746.000","file_46563",87042,chuck
"1534827755.000","file_49400",104790,chuck
"1534827757.000","file_20949",46606,chuck
"1534827760.000","file_8608",54918,chuck
"1534827767.000","file_11337",77021,chuck
"1534827768.000","file_44462",53123,chuck
"1534827768.000","file_4277",105072,chuck
"1534827774.000","file_31323",83044,chuck
"1534827776.000","file_6114",31968,chuck
"1534827776.000","file_35243",66164,chuck
"1534827778.000","file_35863",97520,chuck
"1534827782.000","file_35584",102184,chuck
"1534827791.000","file_26966",102332,chuck
"1534827793.000","file_8940",52756,chuck
"1534827795.000","file_35270",59228,chuck
"1534827803.000","file_9280",90843,chuck
"1534827812.000","file_48009",95799,chuck
"1534827822.000","file_44665",44334,chuck
"1534827827.000","file_42601",61289,chuck
"1534827831.000","file_37901",54015,chuck
"1534827831.000","file_25535",34076,chuck
"1534827833.000","file_41048",57300,chuck
"1534827833.000","file_15057",90524,chuck
"1534827841.000","file_2963",85130,chuck
"1534827843.000","file_3837",72355,chuck
"1534827845.000","file_43583",64259,chuck
"1534827852.000","file_44579",53234,chuck
"1534827853.000","file_4730",93394,chuck
"1534827860.000","file_27175",82863,chuck
"1534827861.000","file_38450",53445,chuck
"1534827862.000","file_31246",58673,chuck
"1534827864.000","file_34007",43885,chuck
"1534827871.000","file_42825",53653,chuck
"1534827873.000","file_26802",50999,chuck
"1534827880.000","file_15877",57294,chuck
"1534827887.000","file_21851",84525,chuck
"1534827888.000","file_48780",104293,chuck
"1534827892.000","file_17531",51624,chuck
"1534827899.000","file_44226",37853,chuck
"1534827899.000","file_49251",99813,chuck
"1534827901.000","file_28576",55994,chuck
"1534827908.000","file_34204",45315,chuck
"1534827908.000","file_33892",34349,chuck
"1534827910.000","file_5110",32734,chuck
"1534827915.000","file_3518",79467,chuck
"1534827917.000","file_10060",72002,chuck
"1534827925.000","file_11896",101390,chuck
"1534827926.000","file_12848",97501,chuck
"1534827926.000","file_4897",86848,chuck
"1534827947.000","file_36482",104895,chuck
"1534827955.000","file_4774",44305,chuck
"1534827958.000","file_23851",31761,chuck
"1534827962.000","file_616",41523,chuck
"1534827978.000","file_7239",104843,chuck
"1534827983.000","file_34110",38962,chuck
"1534827987.000","file_39583",86242,chuck
"1534827992.000","file_33341",95894,chuck
"1534827996.000","file_13371",77006,chuck
"1534827998.000","file_24131",44602,chuck
"1534827999.000","file_10751",56199,chuck
"1534828009.000","file_41369",86335,chuck
"1534828009.000","file_28933",67420,chuck
"1534828011.000","file_17372",39381,chuck
"1534828014.000","file_1837",92117,chuck
"1534828019.000","file_1102",61861,chuck
"1534828019.000","file_48611",50977,chuck
"1534828023.000","file_13157",55889,chuck
"1534828030.000","file_7309",49879,chuck
"1534828031.000","file_21610",100063,chuck
"1534828033.000","file_42481",67585,chuck
"1534828257.000","file_3474",56983,chuck
"1534828297.000","file_29476",97090,chuck
"1534828314.000","file_41051",66924,chuck
"1534828330.000","file_38347",88826,chuck
"1534828350.000","file_44937",90441,chuck
"1534828391.000","file_24031",41388,chuck
"1534828418.000","file_10244",38666,chuck
"1534828420.000","file_30901",64741,chuck
"1534828477.000","file_25436",99379,chuck
"1534828559.000","file_25473",49212,chuck
"1534828566.000","file_30062",36152,chuck
"1534828571.000","file_11158",82376,chuck
"1534828927.000","file_41595",62026,chuck
"1534828927.000","file_44302",64918,chuck
"1534828937.000","file_47380",60347,chuck
"1534828939.000","file_38882",40381,chuck
"1534828948.000","file_30511",82145,chuck
"1534828959.000","file_18681",89964,chuck
"1534828977.000","file_26328",41855,chuck
"1534828994.000","file_4180",37274,chuck
"1534828996.000","file_37489",51495,chuck
"1534829006.000","file_11709",52003,chuck
"1534829017.000","file_7499",65034,chuck
"1534829032.000","file_44949",67282,chuck
"1534829039.000","file_38935",104639,chuck
"1534829041.000","file_27623",30828,chuck
"1534829049.000","file_47887",43748,chuck
"1534829063.000","file_20841",79196,chuck
"1534829122.000","file_43656",34828,chuck
"1534829626.000","file_13358",69651,chuck
"1534829628.000","file_48314",46215,chuck
"1534829635.000","file_14847",73562,chuck
"1534829636.000","file_10021",56457,chuck
"1534829636.000","file_20445",41578,chuck
"1534829638.000","file_13333",68339,chuck
"1534829645.000","file_9529",71656,chuck
"1534829647.000","file_17532",57590,chuck
"1534829647.000","file_23386",42089,chuck
"1534829654.000","file_36996",102962,chuck
"1534829654.000","file_10411",34317,chuck
"1534829656.000","file_49001",66757,chuck
"1534829656.000","file_10613",76212,chuck
"1534829669.000","file_48774",33061,chuck
"1534829671.000","file_39015",101697,chuck
"1534829675.000","file_39382",95699,chuck
"1534829746.000","file_18525",103569,chuck
"1534829760.000","file_19196",83982,bob
"1534830017.000","file_9841",44826,chuck
"1534830072.000","file_6481",32773,chuck
"1534830159.000","file_18103",105208,chuck
"1534830250.000","file_14727",75880,chuck
"1534830429.000","file_15364",59077,chuck
"1534830431.000","file_9994",78399,chuck
"1534830486.000","file_5116",84178,chuck
"1534831173.000","file_44112",36330,chuck
"1534831214.000","file_5535",73853,chuck
"1534831225.000","file_11478",96114,chuck
"1534831226.000","file_40769",37465,chuck
"1534831231.000","file_9505",48643,chuck
"1534831233.000","file_35116",85901,chuck
"1534831243.000","file_7491",100592,chuck
"1534831251.000","file_37925",63361,chuck
"1534831253.000","file_7345",74294,chuck
"1534831258.000","file_32612",55939,chuck
"1534831261.000","file_43783",53586,chuck
"1534831266.000","file_42909",60059,chuck
"1534831268.000","file_39172",80627,chuck
"1534831270.000","file_1975",93548,chuck
"1534831272.000","file_536",89801,chuck
"1534831276.000","file_31827",79328,chuck
"1534831278.000","file_5624",61416,chuck
"1534831286.000","file_35826",81651,chuck
"1534831288.000","file_5039",90676,chuck
"1534831297.000","file_29266",80273,chuck
"1534831298.000","file_6185",89386,chuck
"1534831299.000","file_9451",64275,chuck
"1534831305.000","file_43557",73290,chuck
"1534831305.000","file_48076",72304,chuck
"1534831308.000","file_9523",45067,chuck
"1534831312.000","file_29806",105445,chuck
"1534831317.000","file_24862",100765,chuck
"1534831317.000","file_40940",58852,chuck
"1534831326.000","file_20885",40832,chuck
"1534831343.000","file_27054",33965,chuck
"1534831345.000","file_41798",80864,chuck
"1534831349.000","file_3998",63974,chuck
"1534831352.000","file_39551",54768,chuck
"1534831358.000","file_21577",74188,chuck
"1534831358.000","file_24557",95449,chuck
"1534831360.000","file_3453",69471,chuck
"1534831363.000","file_13710",35641,chuck
"1534831367.000","file_46315",49725,chuck
"1534831367.000","file_5814",39136,chuck
"1534831367.000","file_3122",39972,chuck
"1534831380.000","file_44864",105369,chuck
"1534831380.000","file_21131",69636,chuck
"1534831382.000","file_20677",34071,chuck
"1534831384.000","file_35196",93816,chuck
"1534831391.000","file_22347",86245,chuck
"1534831391.000","file_39563",57535,chuck
"1534831393.000","file_24601",86635,chuck
"1534831397.000","file_30886",74783,chuck
"1534831397.000","file_6046",57231,chuck
"1534831399.000","file_28256",31095,chuck
"1534831399.000","file_25559",75938,chuck
"1534831406.000","file_10413",62633,chuck
"1534831411.000","file_49532",72228,chuck
"1534831411.000","file_3510",31965,chuck
"1534831413.000","file_25594",103478,chuck
"1534831419.000","file_23120",88121,chuck
"1534831420.000","file_4980",93511,chuck
"1534831421.000","file_22009",38319,chuck
"1534831424.000","file_40277",73000,chuck
"1534831431.000","file_24263",40745,chuck
"1534831433.000","file_31576",47843,chuck
"1534831438.000","file_32169",43072,chuck
"1534831440.000","file_31035",44471,chuck
"1534831444.000","file_34039",34606,chuck
"1534831448.000","file_16924",40482,chuck
"1534831448.000","file_37618",85152,chuck
"1534831454.000","file_48020",46643,chuck
"1534831459.000","file_32196",60450,chuck
"1534831459.000","file_18997",45490,chuck
"1534831461.000","file_27019",70542,chuck
"1534831470.000","file_49255",48254,chuck
"1534831472.000","file_21213",99625,chuck
"1534831472.000","file_1098",47301,chuck
"1534831475.000","file_26486",37798,chuck
"1534831482.000","file_48188",88010,chuck
"1534831482.000","file_12857",58744,chuck
"1534831494.000","file_42000",85629,chuck
"1534831507.000","file_48978",68917,chuck
"1534831513.000","file_16371",102552,chuck
"1534831526.000","file_26595",65024,chuck
"1534831531.000","file_22499",37002,chuck
"1534831534.000","file_32136",99845,chuck
"1534831540.000","file_3088",88123,chuck
"1534831544.000","file_26154",70736,chuck
"1534831545.000","file_3367",77348,chuck
"1534831549.000","file_26704",49623,chuck
"1534831555.000","file_35598",72584,chuck
"1534831563.000","file_26392",104674,chuck
"1534831572.000","file_26091",76328,chuck
"1534831572.000","file_17472",66134,chuck
"1534831581.000","file_46817",98068,chuck
"1534831588.000","file_17257",94648,chuck
"1534831588.000","file_11221",42193,chuck
"1534831593.000","file_34438",60344,chuck
"1534831598.000","file_4762",69259,chuck
"1534831598.000","file_25296",57884,chuck
"1534831600.000","file_19399",45111,chuck
"1534831602.000","file_42408",73656,chuck
"1534831607.000","file_41818",94496,chuck
"1534831607.000","file_3047",38953,chuck
"1534831609.000","file_34158",96723,chuck
"1534831612.000","file_29284",44642,chuck
"1534831617.000","file_23881",93136,chuck
"1534831619.000","file_32430",41434,chuck
"1534831623.000","file_29796",77529,chuck
"1534831628.000","file_20736",58100,chuck
"1534831631.000","file_30174",105434,chuck
"1534831633.000","file_5819",33314,chuck
"1534831644.000","file_12520",46320,chuck
"1534831644.000","file_29101",55727,chuck
"1534831654.000","file_8488",36164,chuck
"1534831662.000","file_10921",89806,chuck
"1534831662.000","file_4591",40737,chuck
"1534831664.000","file_4322",85678,chuck
"1534831664.000","file_6176",76285,chuck
"1534831671.000","file_30016",37756,chuck
"1534831681.000","file_4495",63748,chuck
"1534831683.000","file_25125",53294,chuck
"1534831683.000","file_2783",84415,chuck
"1534831700.000","file_46780",76090,chuck
"1534831702.000","file_12616",51277,chuck
"1534831704.000","file_3608",78863,chuck
"1534831709.000","file_35621",41798,chuck
"1534831711.000","file_785",70061,chuck
"1534831713.000","file_25654",48106,chuck
"1534831716.000","file_31589",41638,chuck
"1534831717.000","file_34870",76676,chuck
"1534831717.000","file_29182",38309,chuck
"1534831732.000","file_19114",50628,chuck
"1534831733.000","file_44427",74025,chuck
"1534831742.000","file_35214",37139,chuck
"1534831744.000","file_36577",41681,chuck
"1534831744.000","file_11909",42167,chuck
"1534831746.000","file_45821",51463,chuck
"1534831753.000","file_11784",73420,chuck
"1534831755.000","file_38622",37798,chuck
"1534831761.000","file_49131",51317,chuck
"1534831763.000","file_17816",61349,chuck
"1534831765.000","file_43668",75970,chuck
"1534831770.000","file_8730",36460,chuck
"1534831773.000","file_2954",102966,chuck
"1534831781.000","file_40874",101034,chuck
"1534831783.000","file_2945",33337,chuck
"1534831791.000","file_2735",102741,chuck
"1534831792.000","file_6778",103373,chuck
"1534831806.000","file_15286",52467,chuck
"1534831819.000","file_9692",54797,chuck
"1534831819.000","file_28425",85955,chuck
"1534831821.000","file_12052",104413,chuck
"1534831825.000","file_44191",87064,chuck
"1534831829.000","file_4220",62010,chuck
"1534831831.000","file_23970",61836,chuck
"1534831831.000","file_46415",97717,chuck
"1534831838.000","file_39726",49590,chuck
"1534831838.000","file_182",81139,chuck
"1534831841.000","file_20212",83910,chuck
"1534831850.000","file_27516",104054,chuck
"1534831859.000","file_19340",100401,chuck
"1534831867.000","file_30177",57308,chuck
"1534831867.000","file_25132",85826,chuck
"1534831870.000","file_3733",52533,chuck
"1534831878.000","file_13979",101200,chuck
"1534831883.000","file_33262",103493,chuck
"1534831887.000","file_45123",51612,chuck
"1534831888.000","file_49765",88581,chuck
