"_time",bytes,"bytes_in","bytes_out",sourcetype,"src_ip",uri
"1470866404.898",13680877,13679603,1274,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424195_656f7a1f9700e160201b2b230aacfc1573708458.cab"
"1470866404.792",23013026,23010027,2999,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424212_17aa8dec06883e1740d363a7404fa219e1e8749c.cab"
"1470866404.682",32412025,32411175,850,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424211_5760bd3f2bc92607c28fc8c0c17bdf28d5d74cab.cab"
"1470866404.591",8235309,8234303,1006,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424227_6ad334e423bb07bebfd947bba58f8ad3ff6f8741.cab"
"1470866404.502",21158812,21157395,1417,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424229_d51a20f62c556aa9aa4dc350ab7d2613be1f4e62.cab"
"1470866404.414",5391734,5390840,894,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424244_56bfdb59b0a6f6653398cd6106fa11fd58b0fa02.cab"
"1470866404.324",31049269,31048020,1249,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424278_0e7e7e49eeba15b7650917974775e96b42f48a53.cab"
"1470866404.241",31576906,31575716,1190,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424042_6b51906898fb32846d14bfcc9eb8e98eac0fed5d.cab"
"1470866404.216",25211830,25209273,2557,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424049_84baa69eb637b429b8dc511240b1976c3559c666.cab"
"1470866404.121",10436736,10435914,822,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424048_e162c98804a4c6eaa55816d317c4636e6fda8dc4.cab"
"1470866403.985",27314221,27312251,1970,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424067_ff0aa0df11c06016bf968d95b58b4016374b7587.cab"
"1470866403.898",5417902,5415382,2520,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424066_15bce741a04dbd6f3fe43001aeb5dc424e5dce9d.cab"
"1470866403.811",32994246,32993211,1035,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424179_0546ddb88d3acf1ef4858647746431a1525cb629.cab"
"1470866403.720",12669724,12668834,890,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424181_7d7d54708a8b2954d861e6797c7de4694ee9f05d.cab"
"1470866403.631",14888328,14887374,954,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424178_a2f625a923bc00abc8b39aa1d65259697cd98246.cab"
"1470866403.537",27471624,27469418,2206,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424180_a698762a3928b433a993a476d78a1d9efdf2e64d.cab"
"1470866403.496",7544192,7542260,1932,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424199_7ed0ec5ebf8822c109601c00eb80dd17076f9a03.cab"
"1470866403.353",12685403,12683929,1474,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424198_f2f3b38ed9813a773309d16ab470ede9054bc7fd.cab"
"1470866403.265",11209356,11208091,1265,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424197_cea64b10955877cb38aa12ffd4a28673850792aa.cab"
"1470866403.178",28872533,28870693,1840,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424324_cbea2e52530ec6ab37aabc20c9479dfd11caac2d.cab"
"1470866403.091",3762099,3759344,2755,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424334_5c9b1620e3878a665411d7ee0a905e32a00c5705.cab"
"1470866403.003",7598360,7595251,3109,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424335_4857af2a63aaef288e1b492453ebc2d53f93b8d9.cab"
"1470866402.891",12791014,12789773,1241,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424342_dc6b6df8af4cb7c5f042414f75422576aa337603.cab"
"1470866402.806",34552062,34550614,1448,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19421147_b1395a830779a8e0d9986babbe4cc7ff535a9fbd.cab"
"1470866402.685",23577773,23576973,800,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2016/06/21257512_ef5d16f9bbc4b0b57877ce133b4309d2148bc603.cab"
"1470866402.401",5401412,5399061,2351,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2016/05/20844927_e0d318ff9b2675ae1d57ac72d244f7caa4d10165.cab"
"1470866401.879",1936534,1935189,1345,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424252_54708ec1583750e383cae765114a54b26ca0ba3c.cab"
"1470866401.855",10835511,10832654,2857,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424253_69c1d98f90f3eb924f6b9e3930fd0557e2ee35e6.cab"
"1470866401.762",33150111,33148684,1427,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424250_dfa07bad1a00d7865516a35fa10e7a614d094a62.cab"
"1470866401.619",17529029,17525969,3060,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424099_054b958c4b88715430f4ba39191f3736bed69bcd.cab"
"1470866401.536",5143371,5142426,945,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424100_07836c534e87d1b886ab8725cc5099f313cf82c3.cab"
"1470866401.453",14367393,14364604,2789,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424207_287bcfe78e9d7632e427fbe664a1b0c59fc98dfb.cab"
"1470866401.370",13696923,13694873,2050,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424205_c810078a5c7e324de152b5035b490bcb7ada1aac.cab"
"1470866401.285",15216958,15215291,1667,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424206_dc51eec3cf80c0ab756a3030774cef8bc0a39d98.cab"
"1470866401.261",10924458,10921633,2825,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424266_43c1cd33f35e5f2f4c8930db51d8d3a7972aa4b2.cab"
"1470866401.113",26185252,26182246,3006,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424265_b45e6a17ade2de9d3e2edf9bd2cc7eb985e005ca.cab"
"1470866400.989",7830295,7829802,493,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424261_79550650f53864e92767736f8b0998d6a7ebbf01.cab"
"1470866400.902",10431888,10429707,2181,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424263_a0d4a3d29bb33c68e5ca71c8962177bf4b70ef8a.cab"
"1470866400.816",32212249,32209056,3193,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424262_ffcef003be57522e7918c45ddd37abf8417ef59c.cab"
"1470866400.793",21596128,21594836,1292,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424264_fb20ed22836fba055805346a161b940573ce2d9c.cab"
"1470866400.645",24441629,24438250,3379,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424400_8137d8113d9b599108f497432d21cbe787a10861.cab"
"1470866400.562",21399052,21397777,1275,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424076_a813215133ed774de9cf7a18a6cd70364ec4e8a9.cab"
"1470866400.469",1583702,1582177,1525,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424105_f8d1b35a5480f37ce729900bc49080ddbb0db61e.cab"
"1470866400.365",14108036,14105928,2108,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424104_e747430ce4096e8e194d35e30e92e6b4bacc8169.cab"
"1470866400.273",20759489,20758508,981,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424107_6bb8efe75123e822c752dd2dc009ce3471972e90.cab"
"1470866400.177",3262153,3260201,1952,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424108_70d583076278c346980f76d7e8ede3dabbb94744.cab"
"1470866400.137",16615777,16615383,394,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424106_78e85ed4c0fec03526a1ecd53670a864921b3b62.cab"
"1470866400.004",10993891,10991698,2193,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424176_435ad0889cf325a91028c99b222d671dcd63879b.cab"
"1470866399.917",15499524,15499183,341,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424174_3699d9ee81bc6ed5545346bf7403d4d60b495584.cab"
"1470866399.834",2676334,2673276,3058,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424175_4ab1691b8f386a587bcaa69721335b7e4d25ba00.cab"
"1470866399.750",30810233,30807914,2319,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424191_0e6b1c4cf16a645200af8e9bf4c909c89ea71888.cab"
"1470866399.664",9355968,9354589,1379,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424223_75607a7c84b11a00b99a71a953e40d364f46c679.cab"
"1470866399.573",29469163,29466997,2166,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424225_d1c903f32bcf19174168fe6b5f4dd33e05277339.cab"
"1470866399.485",14312095,14311214,881,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424222_df49f5485b8ac37806718c17c57255f634a39dd5.cab"
"1470866399.399",20281430,20279854,1576,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424224_f678d06f6846b581e8b540fca33216d1952b69ea.cab"
"1470866399.313",11500742,11497968,2774,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424259_346103c8b65d152ab50af87593401c21a493a0db.cab"
"1470866399.226",20164879,20163856,1023,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424255_1e30d76c9c81bfa276b1216857f82512bea4b43b.cab"
"1470866399.142",3266378,3263765,2613,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424257_92904d56f0d82ff58bd6b7e4bbbb9b5ff521ae0e.cab"
"1470866399.054",28725279,28723076,2203,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424256_87c66c009d71ccfefb05687999b291b771f7172a.cab"
"1470866398.954",7700463,7697758,2705,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424258_25893cee711de2d6cbc6ebf517833c12c45ecc14.cab"
"1470866398.884",2566599,2565037,1562,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424392_0cdabc9e24a2d03891092750ac4d84df049e9173.cab"
"1470866398.780",3241251,3238637,2614,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424391_5bede0f74dae934301be30a8ba9aebab15dccff3.cab"
"1470866398.692",32330969,32328773,2196,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424393_9a4b41529df0302cccc630b4112b71772efdacf7.cab"
"1470866398.608",7218426,7215118,3308,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424389_8c44fecda3f223f668ed361e647232469ee04682.cab"
"1470866398.575",25144453,25141719,2734,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424390_ab484970197918175aa71a6774d77a37119a9601.cab"
"1470866398.464",30814978,30813602,1376,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424074_3a39030f2cfacd505028ce1e14df652ee3119565.cab"
"1470866398.464",33729820,33726677,3143,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424242_4c4fd3319b2b1ae317916e85a9d0e73b2171d3f0.cab"
"1470866398.259",29043510,29042773,737,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424274_de0ab5d0bf2adae9c9ddb7dfaa6dcaeb294b244f.cab"
"1470866398.172",2439085,2438415,670,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424358_cebd7f41911bca74b99412ce279dfa766826c73b.cab"
"1470866398.088",9626904,9624701,2203,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424356_c1c96d1869ad8e2e77c2ca1b3c1c020a59046012.cab"
"1470866398.000",33227280,33225581,1699,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424359_c331d67f8da864d04b15a108014fb44cbf6e458f.cab"
"1470866397.915",32531332,32529012,2320,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424360_28aad93ebfcccb84dc86b89273e6c7f1b3de87ea.cab"
"1470866397.827",27317136,27316085,1051,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424357_84f713482a136bd4c3255955d8dcdd4de7e25357.cab"
"1470866397.740",27142487,27140543,1944,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424355_5c2bb7d4d51c1494a43a78b5b93590ab6d6d6099.cab"
"1470866397.654",11018254,11017367,887,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424031_8688044cf672d499db1852f60ab1f2ae7876455f.cab"
"1470866397.566",18866830,18865382,1448,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424032_48316661a13a475f094a5508db53a14a1c29686b.cab"
"1470866397.476",678305,676841,1464,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424209_b1e87c560642ad34a8615803043253a2df8a6939.cab"
"1470866397.390",29946068,29944761,1307,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424268_3cf5b3002fe86775a6d283e9a4f334372c68ce98.cab"
"1470866397.305",18707922,18707111,811,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424365_52d4fdaf85c5898c4315c63204bcf012570603dd.cab"
"1470866397.219",17889619,17887539,2080,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424366_a76012afe957a19a38e22598404f234f810b2bbb.cab"
"1470866397.132",4517117,4516171,946,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424364_936f3a69f04b8d850acee3b715a24530b117325a.cab"
"1470866397.045",15251261,15249630,1631,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424402_dac363116829577d067379d821d737d67f889be6.cab"
"1470866396.768",5722473,5719787,2686,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424090_2e90d5a2147e669ca86ac51d7077eb59d2b67518.cab"
"1470866396.617",6951833,6951072,761,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424091_5cbcff72d5ccb00d337df8d600e6d048e956b830.cab"
"1470866396.468",17303359,17301322,2037,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424089_51d2c0be3803a69ae01d9103a9c42602305cced6.cab"
"1470866396.319",28768002,28765360,2642,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424088_214558da882787abddf302050ff77ddc17ca84a3.cab"
"1470866396.171",19555112,19551856,3256,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424086_17a598675e5a474e539351a8d636a4cb80f3ff99.cab"
"1470866395.995",18726974,18725676,1298,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424087_8a7e9361460ba19b99e25c50e59093ea6fce37d5.cab"
"1470866395.846",14008722,14007461,1261,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424218_e610247b3b833563a14ab3619b69ea7c7bf416f4.cab"
"1470866395.699",29694301,29691858,2443,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424217_5aba58132ae3e37cfe372ae8be1003839ac5fe2f.cab"
"1470866395.554",34474630,34472224,2406,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424348_a3c0787462528251c370d612b9ec20001f7fa3b2.cab"
"1470866395.407",33222678,33220474,2204,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424053_c18b9881742567b070add61273de79be18cff4d7.cab"
"1470866395.256",24155335,24152389,2946,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424102_ef9b74e00b53d1590a46468f26a87cd9832685f3.cab"
"1470866395.101",27082420,27081851,569,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424201_e9efbbec749de84fc4e99af1aa69db8891d0af5c.cab"
"1470866394.954",16682733,16682148,585,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424203_269ae9df488d1d22cac56c6abda84cda53c5c082.cab"
"1470866394.857",11039421,11037722,1699,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424202_02c4bfdbb39bbe6a31aa9fb7ed4452e20d18e8c7.cab"
"1470866394.659",19520628,19519965,663,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424238_4972313c1a0d38a72d09a6978681f15d2c1f75b5.cab"
"1470866394.494",30448298,30447393,905,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424025_996519d1307b66fe372c7c601abf1ad6294463fb.cab"
"1470866394.346",15730052,15729779,273,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424078_a10eab3805ef2a1391429e95dd655d53823de678.cab"
"1470866394.199",20574291,20572300,1991,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424080_1e3bbc7aa188ad4360f62c7a773694c8755f9e32.cab"
"1470866394.054",1269557,1268797,760,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424082_78ab357892d85d148bf40bd5d5d3b42b7dd12a9f.cab"
"1470866393.910",2276312,2274940,1372,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424079_d57d7512be52d21d7d4b52ce3ef8b2cfa2e0620c.cab"
"1470866393.800",13186606,13185298,1308,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424081_555d69daae16c909150697e14b279dcd299d0dc1.cab"
"1470866393.615",22978251,22976017,2234,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424114_163ac1501983c77ae612ae36cdde179220b7b7c3.cab"
"1470866393.465",7207865,7204449,3416,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424116_c50ac5f1f3715a0a951e25259aa87ea6ff7a6916.cab"
"1470866393.320",31179325,31177865,1460,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424125_bcb83242f4e507b960e505a81ea75c850fe83595.cab"
"1470866393.166",7288729,7288110,619,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424124_77aee4d63ab8242273c985eddfaf24acb5b82bb5.cab"
"1470866393.007",19181460,19178068,3392,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424148_b3ba4fb5f181ba50e5c1e5a15a109b316fd6dc58.cab"
"1470866392.857",9578131,9576523,1608,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424157_7a9f34b5495b32606e0d9f441d21b37ba27d15c0.cab"
"1470866392.708",5151486,5149373,2113,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424159_b8d5e5f89fa2e1bea06ec8299fe8228a6ba4e62e.cab"
"1470866392.561",34350672,34348805,1867,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424158_ada97ede0adef50138ba8658c03135c015381437.cab"
"1470866392.412",30750200,30747074,3126,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424156_0fb250f4eaddf0cfaf0c14cf65b83ceb021b1969.cab"
"1470866392.267",28866492,28864819,1673,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424189_79bcbc8ccacb060e081dff27d4230ba67e3467f6.cab"
"1470866392.118",26237253,26234595,2658,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424188_47063b0ca577df5b29742f73b76a9aa705096b6d.cab"
"1470866392.028",14269200,14266440,2760,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424381_c59cc99a821a8aa3b5df4025938cce98abb2a0e1.cab"
"1470866391.819",31198887,31196478,2409,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424380_3f32429d3779a475d33b78264737632af1840c43.cab"
"1470866381.060",23380703,23379955,748,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19413449_fcc0d31cee5d2d1a00388aeb36b4768980b94ed0.cab"
"1470866380.668",10781103,10778028,3075,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19413669_9911ac79701ed7812692066595159f34c9317cc4.cab"
"1470866380.362",6656245,6654752,1493,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19413397_3f400d8573ac4c61e2b1a694ad5959ef4aa322a0.cab"
"1470866379.988",7361190,7359020,2170,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19413633_e7e5115310ea70393d2ec275601835753142f22a.cab"
"1470866379.610",825834,823443,2391,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19413621_38e17a9095a0e12dfa26e491b4378d5e3a2c3b8f.cab"
"1470866379.303",22981151,22980690,461,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2016/01/19797064_c33515874b9a705af2655018b44231521326a5dc.cab"
"1470866379.213",27572018,27569261,2757,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19421167_aaa9f2fb03816857ba33f30973dfedda14abe57e.cab"
"1470866379.043",18575478,18573311,2167,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19471680_3ca6eca5a24e860d2bcae1084ee71a2194a9161a.cab"
"1470866378.751",8677218,8675951,1267,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2016/01/19979843_cd2ffa6d28c0b8fc8ba3eea18a2f3450b9cd7aa6.cab"
"1470866378.215",2156766,2155587,1179,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/12/19583696_ff3e52faf70078cc96030b7401d7d94c1b72674f.cab"
"1470866377.887",14763664,14760948,2716,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/12/19705142_619600a86310a7319322ec54465c8f9c9fa68575.cab"
"1470866377.465",11061061,11058101,2960,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2016/06/21222627_66bbbca3775b81a65d5f02440ffd1c2304e941d8.cab"
"1470866377.372",28760301,28759847,454,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2016/03/20220039_721256547d5bb604dc191dd7ce11779d8f4bd378.cab"
"1470866377.231",27558871,27555833,3038,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2016/03/20220045_f47acbe65d7158d3d6cc092f6bd550e84b511450.cab"
"1470866376.981",33606082,33604335,1747,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2016/03/20406922_f355b7a18cca5e08ec18b9fecbb2f99e0e5c7fdc.cab"
"1470866376.825",14579115,14576731,2384,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2016/07/21524475_374c0e874fd8f10ab4a8d502b4ec6627649c2f8a.cab"
"1470866376.646",14337736,14335765,1971,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/12/19649263_bdf67036e8b4d0360bfe236a2cfa631c8a8a7f4e.cab"
"1470866376.081",12818838,12816016,2822,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2016/02/20063409_554ca4e0446491fd8594dcc54aca9b34f1e0be3a.cab"
"1470866375.489",13802703,13801773,930,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2016/04/20555430_d6f814ddefe8bcbc277813aeece17ff020cedbd7.cab"
"1470866375.186",17723090,17721438,1652,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2016/04/20558221_d2f28efa24e06bc550e0f98e142faf685f3f4103.cab"
"1470866375.101",26227360,26226670,690,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19309202_d548224f3621f14486aa559b7a5367750edc1543.cab"
"1470866375.020",34718866,34717847,1019,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19309611_07b65cb589216a63a961efed512b332eb580d741.cab"
"1470866374.928",13607533,13604912,2621,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2016/05/20830449_57693d24308e4b8caf00225bf17ba6563ad61f05.cab"
