"_time",signature,sourcetype,user
"1534805467.000","dlp_rule_3",dlp,chuck
"1534805485.000","dlp_rule_13",dlp,chuck
"1534805494.000","dlp_rule_9",dlp,chuck
"1534805494.000","dlp_rule_5",dlp,chuck
"1534805496.000","dlp_rule_12",dlp,chuck
"1534805503.000","dlp_rule_3",dlp,chuck
"1534805503.000","dlp_rule_11",dlp,chuck
"1534805505.000","dlp_rule_2",dlp,chuck
"1534805515.000","dlp_rule_16",dlp,chuck
"1534805516.000","dlp_rule_19",dlp,chuck
"1534805520.000","dlp_rule_3",dlp,chuck
"1534805598.000","dlp_rule_2",dlp,chuck
"1534805602.000","dlp_rule_6",dlp,chuck
"1534805609.000","dlp_rule_3",dlp,chuck
"1534805612.000","dlp_rule_8",dlp,chuck
"1534805628.000","dlp_rule_19",dlp,chuck
"1534805630.000","dlp_rule_20",dlp,chuck
"1534805630.000","dlp_rule_2",dlp,chuck
"1534805643.000","dlp_rule_18",dlp,chuck
"1534805648.000","dlp_rule_13",dlp,chuck
"1534805665.000","dlp_rule_5",dlp,chuck
"1534805673.000","dlp_rule_5",dlp,chuck
"1534805678.000","dlp_rule_14",dlp,chuck
"1534805680.000","dlp_rule_2",dlp,chuck
"1534805684.000","dlp_rule_15",dlp,chuck
"1534805684.000","dlp_rule_19",dlp,chuck
"1534805687.000","dlp_rule_4",dlp,chuck
"1534805690.000","dlp_rule_8",dlp,chuck
"1534805694.000","dlp_rule_8",dlp,chuck
"1534805694.000","dlp_rule_7",dlp,chuck
"1534805697.000","dlp_rule_8",dlp,chuck
"1534805700.000","dlp_rule_20",dlp,chuck
"1534805705.000","dlp_rule_9",dlp,chuck
"1534805707.000","dlp_rule_6",dlp,chuck
"1534805711.000","dlp_rule_12",dlp,chuck
"1534805714.000","dlp_rule_17",dlp,chuck
"1534805715.000","dlp_rule_4",dlp,chuck
"1534805728.000","dlp_rule_4",dlp,chuck
"1534805730.000","dlp_rule_10",dlp,chuck
"1534805730.000","dlp_rule_12",dlp,chuck
"1534805732.000","dlp_rule_1",dlp,chuck
"1534805738.000","dlp_rule_5",dlp,chuck
"1534805749.000","dlp_rule_5",dlp,chuck
"1534805751.000","dlp_rule_11",dlp,chuck
"1534805751.000","dlp_rule_7",dlp,chuck
"1534805758.000","dlp_rule_5",dlp,chuck
"1534805763.000","dlp_rule_17",dlp,chuck
"1534805768.000","dlp_rule_7",dlp,chuck
"1534805771.000","dlp_rule_7",dlp,chuck
"1534805773.000","dlp_rule_6",dlp,chuck
"1534805788.000","dlp_rule_3",dlp,chuck
"1534805791.000","dlp_rule_12",dlp,chuck
"1534805810.000","dlp_rule_7",dlp,chuck
"1534805810.000","dlp_rule_13",dlp,chuck
"1534805812.000","dlp_rule_3",dlp,chuck
"1534805812.000","dlp_rule_7",dlp,chuck
"1534805814.000","dlp_rule_5",dlp,chuck
"1534805819.000","dlp_rule_14",dlp,chuck
"1534805821.000","dlp_rule_4",dlp,chuck
"1534805821.000","dlp_rule_16",dlp,chuck
"1534805824.000","dlp_rule_9",dlp,chuck
"1534805848.000","dlp_rule_13",dlp,chuck
"1534805848.000","dlp_rule_13",dlp,chuck
"1534805850.000","dlp_rule_16",dlp,chuck
"1534805853.000","dlp_rule_6",dlp,chuck
"1534805868.000","dlp_rule_15",dlp,chuck
"1534805871.000","dlp_rule_16",dlp,chuck
"1534805881.000","dlp_rule_17",dlp,chuck
"1534805891.000","dlp_rule_5",dlp,chuck
"1534805892.000","dlp_rule_11",dlp,chuck
"1534805892.000","dlp_rule_20",dlp,chuck
"1534805894.000","dlp_rule_5",dlp,chuck
"1534805902.000","dlp_rule_17",dlp,chuck
"1534805904.000","dlp_rule_9",dlp,chuck
"1534805914.000","dlp_rule_2",dlp,chuck
"1534805922.000","dlp_rule_18",dlp,chuck
"1534805922.000","dlp_rule_2",dlp,chuck
"1534805924.000","dlp_rule_5",dlp,chuck
"1534805933.000","dlp_rule_9",dlp,chuck
"1534805934.000","dlp_rule_5",dlp,chuck
"1534805937.000","dlp_rule_18",dlp,chuck
"1534805945.000","dlp_rule_9",dlp,chuck
"1534805950.000","dlp_rule_10",dlp,chuck
"1534805952.000","dlp_rule_5",dlp,chuck
"1534805952.000","dlp_rule_5",dlp,chuck
"1534805954.000","dlp_rule_16",dlp,chuck
"1534805959.000","dlp_rule_19",dlp,chuck
"1534805966.000","dlp_rule_4",dlp,chuck
"1534805966.000","dlp_rule_18",dlp,chuck
"1534805968.000","dlp_rule_16",dlp,chuck
"1534805985.000","dlp_rule_4",dlp,chuck
"1534805987.000","dlp_rule_14",dlp,chuck
"1534805992.000","dlp_rule_10",dlp,chuck
"1534805995.000","dlp_rule_8",dlp,chuck
"1534805997.000","dlp_rule_15",dlp,chuck
"1534806003.000","dlp_rule_17",dlp,chuck
"1534806006.000","dlp_rule_4",dlp,chuck
"1534806006.000","dlp_rule_8",dlp,chuck
"1534806014.000","dlp_rule_6",dlp,chuck
"1534806017.000","dlp_rule_18",dlp,chuck
"1534806024.000","dlp_rule_18",dlp,chuck
"1534806026.000","dlp_rule_7",dlp,chuck
"1534806029.000","dlp_rule_19",dlp,chuck
"1534806034.000","dlp_rule_17",dlp,chuck
"1534806037.000","dlp_rule_18",dlp,chuck
"1534806042.000","dlp_rule_18",dlp,chuck
"1534806050.000","dlp_rule_2",dlp,chuck
"1534806057.000","dlp_rule_19",dlp,chuck
"1534806059.000","dlp_rule_3",dlp,chuck
"1534806059.000","dlp_rule_3",dlp,chuck
"1534806061.000","dlp_rule_20",dlp,chuck
"1534806066.000","dlp_rule_2",dlp,chuck
"1534806068.000","dlp_rule_3",dlp,chuck
"1534806069.000","dlp_rule_17",dlp,chuck
"1534806072.000","dlp_rule_19",dlp,chuck
"1534806077.000","dlp_rule_10",dlp,chuck
"1534806081.000","dlp_rule_4",dlp,chuck
"1534806099.000","dlp_rule_14",dlp,chuck
"1534806100.000","dlp_rule_4",dlp,chuck
"1534806104.000","dlp_rule_12",dlp,chuck
"1534806107.000","dlp_rule_7",dlp,chuck
"1534806109.000","dlp_rule_9",dlp,chuck
"1534806120.000","dlp_rule_5",dlp,chuck
"1534806122.000","dlp_rule_2",dlp,chuck
"1534806125.000","dlp_rule_3",dlp,chuck
"1534806130.000","dlp_rule_5",dlp,chuck
"1534806132.000","dlp_rule_13",dlp,chuck
"1534806132.000","dlp_rule_3",dlp,chuck
"1534806139.000","dlp_rule_16",dlp,chuck
"1534806141.000","dlp_rule_13",dlp,chuck
"1534806141.000","dlp_rule_13",dlp,chuck
"1534806143.000","dlp_rule_10",dlp,chuck
"1534806148.000","dlp_rule_16",dlp,chuck
"1534806152.000","dlp_rule_1",dlp,chuck
"1534806157.000","dlp_rule_13",dlp,chuck
"1534806160.000","dlp_rule_15",dlp,chuck
"1534806162.000","dlp_rule_7",dlp,chuck
"1534806167.000","dlp_rule_4",dlp,chuck
"1534806167.000","dlp_rule_5",dlp,chuck
"1534806169.000","dlp_rule_2",dlp,chuck
"1534806178.000","dlp_rule_2",dlp,chuck
"1534806180.000","dlp_rule_9",dlp,chuck
"1534806187.000","dlp_rule_15",dlp,chuck
"1534806187.000","dlp_rule_17",dlp,chuck
"1534806192.000","dlp_rule_9",dlp,chuck
"1534806197.000","dlp_rule_12",dlp,chuck
"1534806197.000","dlp_rule_15",dlp,chuck
"1534806202.000","dlp_rule_14",dlp,chuck
"1534806206.000","dlp_rule_9",dlp,chuck
"1534806206.000","dlp_rule_3",dlp,chuck
"1534806208.000","dlp_rule_20",dlp,chuck
"1534806211.000","dlp_rule_18",dlp,chuck
"1534806216.000","dlp_rule_4",dlp,chuck
"1534806844.000","dlp_rule_20",dlp,chuck
"1534808161.000","dlp_rule_9",dlp,bob
"1534808552.000","dlp_rule_10",dlp,chuck
"1534808552.000","dlp_rule_3",dlp,chuck
"1534808553.000","dlp_rule_18",dlp,chuck
"1534808559.000","dlp_rule_19",dlp,chuck
"1534808571.000","dlp_rule_8",dlp,chuck
"1534808571.000","dlp_rule_9",dlp,chuck
"1534808573.000","dlp_rule_15",dlp,chuck
"1534808574.000","dlp_rule_2",dlp,chuck
"1534808575.000","dlp_rule_12",dlp,chuck
"1534808575.000","dlp_rule_17",dlp,chuck
"1534808577.000","dlp_rule_5",dlp,chuck
"1534808580.000","dlp_rule_9",dlp,chuck
"1534808591.000","dlp_rule_4",dlp,chuck
"1534808592.000","dlp_rule_11",dlp,chuck
"1534808603.000","dlp_rule_4",dlp,chuck
"1534808619.000","dlp_rule_15",dlp,chuck
"1534808622.000","dlp_rule_8",dlp,chuck
"1534808623.000","dlp_rule_2",dlp,chuck
"1534808638.000","dlp_rule_15",dlp,chuck
"1534808643.000","dlp_rule_10",dlp,chuck
"1534808652.000","dlp_rule_2",dlp,chuck
"1534808654.000","dlp_rule_8",dlp,chuck
"1534808654.000","dlp_rule_10",dlp,chuck
"1534808664.000","dlp_rule_9",dlp,chuck
"1534808664.000","dlp_rule_1",dlp,chuck
"1534808669.000","dlp_rule_4",dlp,chuck
"1534808673.000","dlp_rule_20",dlp,chuck
"1534808673.000","dlp_rule_8",dlp,chuck
"1534808675.000","dlp_rule_7",dlp,chuck
"1534808675.000","dlp_rule_11",dlp,chuck
"1534808677.000","dlp_rule_8",dlp,chuck
"1534808682.000","dlp_rule_15",dlp,chuck
"1534808684.000","dlp_rule_8",dlp,chuck
"1534808685.000","dlp_rule_12",dlp,chuck
"1534808690.000","dlp_rule_5",dlp,chuck
"1534808705.000","dlp_rule_19",dlp,chuck
"1534808710.000","dlp_rule_5",dlp,chuck
"1534808713.000","dlp_rule_11",dlp,chuck
"1534808714.000","dlp_rule_4",dlp,chuck
"1534808719.000","dlp_rule_4",dlp,chuck
"1534808722.000","dlp_rule_17",dlp,chuck
"1534808723.000","dlp_rule_17",dlp,chuck
"1534808727.000","dlp_rule_17",dlp,chuck
"1534808728.000","dlp_rule_6",dlp,chuck
"1534808729.000","dlp_rule_14",dlp,chuck
"1534808730.000","dlp_rule_6",dlp,chuck
"1534808731.000","dlp_rule_5",dlp,chuck
"1534808736.000","dlp_rule_5",dlp,chuck
"1534808738.000","dlp_rule_19",dlp,chuck
"1534808743.000","dlp_rule_11",dlp,chuck
"1534808747.000","dlp_rule_3",dlp,chuck
"1534808747.000","dlp_rule_15",dlp,chuck
"1534808749.000","dlp_rule_17",dlp,chuck
"1534808750.000","dlp_rule_9",dlp,chuck
"1534808752.000","dlp_rule_19",dlp,chuck
"1534808756.000","dlp_rule_15",dlp,chuck
"1534808759.000","dlp_rule_10",dlp,chuck
"1534808762.000","dlp_rule_3",dlp,chuck
"1534808766.000","dlp_rule_10",dlp,chuck
"1534808766.000","dlp_rule_15",dlp,chuck
"1534808768.000","dlp_rule_18",dlp,chuck
"1534808772.000","dlp_rule_17",dlp,chuck
"1534808777.000","dlp_rule_20",dlp,chuck
"1534808779.000","dlp_rule_20",dlp,chuck
"1534808783.000","dlp_rule_15",dlp,chuck
"1534808787.000","dlp_rule_2",dlp,chuck
"1534808790.000","dlp_rule_20",dlp,chuck
"1534808805.000","dlp_rule_12",dlp,chuck
"1534808809.000","dlp_rule_18",dlp,chuck
"1534808809.000","dlp_rule_18",dlp,chuck
"1534808818.000","dlp_rule_10",dlp,chuck
"1534808819.000","dlp_rule_1",dlp,chuck
"1534808825.000","dlp_rule_1",dlp,chuck
"1534808830.000","dlp_rule_6",dlp,chuck
"1534808832.000","dlp_rule_14",dlp,chuck
"1534808834.000","dlp_rule_19",dlp,chuck
"1534808839.000","dlp_rule_15",dlp,chuck
"1534808841.000","dlp_rule_20",dlp,chuck
"1534808843.000","dlp_rule_11",dlp,chuck
"1534808850.000","dlp_rule_4",dlp,chuck
"1534808852.000","dlp_rule_17",dlp,chuck
"1534808860.000","dlp_rule_1",dlp,chuck
"1534808861.000","dlp_rule_12",dlp,chuck
"1534808866.000","dlp_rule_17",dlp,chuck
"1534808866.000","dlp_rule_7",dlp,chuck
"1534808875.000","dlp_rule_13",dlp,chuck
"1534808877.000","dlp_rule_16",dlp,chuck
"1534808880.000","dlp_rule_9",dlp,chuck
"1534808885.000","dlp_rule_8",dlp,chuck
"1534808888.000","dlp_rule_8",dlp,chuck
"1534808889.000","dlp_rule_14",dlp,chuck
"1534808898.000","dlp_rule_14",dlp,chuck
"1534808898.000","dlp_rule_10",dlp,chuck
"1534808900.000","dlp_rule_8",dlp,chuck
"1534808907.000","dlp_rule_5",dlp,chuck
"1534808911.000","dlp_rule_2",dlp,chuck
"1534808919.000","dlp_rule_16",dlp,chuck
"1534808921.000","dlp_rule_19",dlp,chuck
"1534808931.000","dlp_rule_17",dlp,chuck
"1534808939.000","dlp_rule_6",dlp,chuck
"1534808942.000","dlp_rule_12",dlp,chuck
"1534808949.000","dlp_rule_15",dlp,chuck
"1534808949.000","dlp_rule_14",dlp,chuck
"1534808951.000","dlp_rule_9",dlp,chuck
"1534808959.000","dlp_rule_14",dlp,chuck
"1534808959.000","dlp_rule_19",dlp,chuck
"1534808967.000","dlp_rule_3",dlp,chuck
"1534808968.000","dlp_rule_11",dlp,chuck
"1534808972.000","dlp_rule_9",dlp,chuck
"1534808976.000","dlp_rule_4",dlp,chuck
"1534808979.000","dlp_rule_8",dlp,chuck
"1534808994.000","dlp_rule_13",dlp,chuck
"1534808999.000","dlp_rule_2",dlp,chuck
"1534808999.000","dlp_rule_16",dlp,chuck
"1534809004.000","dlp_rule_12",dlp,chuck
"1534809009.000","dlp_rule_5",dlp,chuck
"1534809012.000","dlp_rule_16",dlp,chuck
"1534809014.000","dlp_rule_20",dlp,chuck
"1534809019.000","dlp_rule_3",dlp,chuck
"1534809019.000","dlp_rule_16",dlp,chuck
"1534809021.000","dlp_rule_6",dlp,chuck
"1534809029.000","dlp_rule_9",dlp,chuck
"1534809033.000","dlp_rule_16",dlp,chuck
"1534809039.000","dlp_rule_12",dlp,chuck
"1534809041.000","dlp_rule_7",dlp,chuck
"1534809044.000","dlp_rule_13",dlp,chuck
"1534809049.000","dlp_rule_14",dlp,chuck
"1534809049.000","dlp_rule_15",dlp,chuck
"1534809051.000","dlp_rule_14",dlp,chuck
"1534809059.000","dlp_rule_10",dlp,chuck
"1534809059.000","dlp_rule_5",dlp,chuck
"1534809061.000","dlp_rule_2",dlp,chuck
"1534809062.000","dlp_rule_5",dlp,chuck
"1534809071.000","dlp_rule_5",dlp,chuck
"1534809074.000","dlp_rule_7",dlp,chuck
"1534809077.000","dlp_rule_11",dlp,chuck
"1534809081.000","dlp_rule_6",dlp,chuck
"1534809084.000","dlp_rule_19",dlp,chuck
"1534809093.000","dlp_rule_3",dlp,chuck
"1534809093.000","dlp_rule_13",dlp,chuck
"1534809103.000","dlp_rule_15",dlp,chuck
"1534809113.000","dlp_rule_6",dlp,chuck
"1534809113.000","dlp_rule_18",dlp,chuck
"1534809115.000","dlp_rule_15",dlp,chuck
"1534809119.000","dlp_rule_10",dlp,chuck
"1534809121.000","dlp_rule_8",dlp,chuck
"1534809121.000","dlp_rule_16",dlp,chuck
"1534809123.000","dlp_rule_6",dlp,chuck
"1534809128.000","dlp_rule_20",dlp,chuck
"1534809131.000","dlp_rule_5",dlp,chuck
"1534809139.000","dlp_rule_4",dlp,chuck
"1534809144.000","dlp_rule_6",dlp,chuck
"1534809144.000","dlp_rule_14",dlp,chuck
"1534809152.000","dlp_rule_4",dlp,chuck
"1534809154.000","dlp_rule_13",dlp,chuck
"1534809157.000","dlp_rule_9",dlp,chuck
"1534809163.000","dlp_rule_9",dlp,chuck
"1534809168.000","dlp_rule_17",dlp,chuck
"1534809173.000","dlp_rule_9",dlp,chuck
"1534809173.000","dlp_rule_17",dlp,chuck
"1534809175.000","dlp_rule_2",dlp,chuck
"1534809175.000","dlp_rule_14",dlp,chuck
"1534809177.000","dlp_rule_20",dlp,chuck
"1534809185.000","dlp_rule_9",dlp,chuck
"1534809187.000","dlp_rule_3",dlp,chuck
"1534809192.000","dlp_rule_11",dlp,chuck
"1534809192.000","dlp_rule_12",dlp,chuck
"1534809195.000","dlp_rule_1",dlp,chuck
"1534809198.000","dlp_rule_12",dlp,chuck
"1534809203.000","dlp_rule_2",dlp,chuck
"1534809209.000","dlp_rule_11",dlp,chuck
"1534809214.000","dlp_rule_17",dlp,chuck
"1534809214.000","dlp_rule_12",dlp,chuck
"1534809216.000","dlp_rule_12",dlp,chuck
"1534809223.000","dlp_rule_19",dlp,chuck
"1534809225.000","dlp_rule_6",dlp,chuck
"1534809226.000","dlp_rule_12",dlp,chuck
"1534809235.000","dlp_rule_13",dlp,chuck
"1534809235.000","dlp_rule_13",dlp,chuck
"1534809237.000","dlp_rule_5",dlp,chuck
"1534809237.000","dlp_rule_1",dlp,chuck
"1534809240.000","dlp_rule_18",dlp,chuck
"1534809245.000","dlp_rule_5",dlp,chuck
"1534809247.000","dlp_rule_4",dlp,chuck
"1534809248.000","dlp_rule_15",dlp,chuck
"1534809254.000","dlp_rule_10",dlp,chuck
"1534809264.000","dlp_rule_14",dlp,chuck
"1534809264.000","dlp_rule_9",dlp,chuck
"1534809266.000","dlp_rule_6",dlp,chuck
"1534809266.000","dlp_rule_17",dlp,chuck
"1534809268.000","dlp_rule_6",dlp,chuck
"1534809275.000","dlp_rule_18",dlp,chuck
"1534809276.000","dlp_rule_9",dlp,chuck
"1534809277.000","dlp_rule_11",dlp,chuck
"1534809285.000","dlp_rule_4",dlp,chuck
"1534809287.000","dlp_rule_10",dlp,chuck
"1534809292.000","dlp_rule_12",dlp,chuck
"1534809301.000","dlp_rule_15",dlp,chuck
"1534809311.000","dlp_rule_14",dlp,chuck
"1534809311.000","dlp_rule_1",dlp,chuck
"1534809313.000","dlp_rule_4",dlp,chuck
"1534809313.000","dlp_rule_17",dlp,chuck
"1534809323.000","dlp_rule_20",dlp,chuck
"1534809325.000","dlp_rule_20",dlp,chuck
"1534809336.000","dlp_rule_5",dlp,chuck
"1534809341.000","dlp_rule_6",dlp,chuck
"1534809343.000","dlp_rule_11",dlp,chuck
"1534809346.000","dlp_rule_5",dlp,chuck
"1534809351.000","dlp_rule_1",dlp,chuck
"1534809353.000","dlp_rule_7",dlp,chuck
"1534809364.000","dlp_rule_9",dlp,chuck
"1534809364.000","dlp_rule_17",dlp,chuck
"1534809372.000","dlp_rule_12",dlp,chuck
"1534809374.000","dlp_rule_18",dlp,chuck
"1534809376.000","dlp_rule_16",dlp,chuck
"1534809381.000","dlp_rule_18",dlp,chuck
"1534809381.000","dlp_rule_20",dlp,chuck
"1534809386.000","dlp_rule_18",dlp,chuck
"1534809395.000","dlp_rule_1",dlp,chuck
"1534809405.000","dlp_rule_10",dlp,chuck
"1534809406.000","dlp_rule_13",dlp,chuck
"1534809416.000","dlp_rule_10",dlp,chuck
"1534809416.000","dlp_rule_4",dlp,chuck
"1534809418.000","dlp_rule_9",dlp,chuck
"1534809421.000","dlp_rule_10",dlp,chuck
"1534809426.000","dlp_rule_19",dlp,chuck
"1534809428.000","dlp_rule_9",dlp,chuck
"1534809429.000","dlp_rule_2",dlp,chuck
"1534809439.000","dlp_rule_8",dlp,chuck
"1534809449.000","dlp_rule_12",dlp,chuck
"1534809457.000","dlp_rule_15",dlp,chuck
"1534809459.000","dlp_rule_20",dlp,chuck
"1534809461.000","dlp_rule_15",dlp,chuck
"1534809466.000","dlp_rule_2",dlp,chuck
"1534809478.000","dlp_rule_17",dlp,chuck
"1534809478.000","dlp_rule_8",dlp,chuck
"1534809480.000","dlp_rule_12",dlp,chuck
"1534809483.000","dlp_rule_9",dlp,chuck
"1534809499.000","dlp_rule_19",dlp,chuck
"1534809499.000","dlp_rule_3",dlp,chuck
"1534809501.000","dlp_rule_1",dlp,chuck
"1534809503.000","dlp_rule_9",dlp,chuck
"1534809508.000","dlp_rule_9",dlp,chuck
"1534809518.000","dlp_rule_9",dlp,chuck
"1534809520.000","dlp_rule_7",dlp,chuck
"1534809527.000","dlp_rule_7",dlp,chuck
"1534809532.000","dlp_rule_11",dlp,chuck
"1534809537.000","dlp_rule_19",dlp,chuck
"1534809539.000","dlp_rule_12",dlp,chuck
"1534809539.000","dlp_rule_11",dlp,chuck
"1534809548.000","dlp_rule_4",dlp,chuck
"1534809548.000","dlp_rule_3",dlp,chuck
"1534809548.000","dlp_rule_19",dlp,chuck
"1534809551.000","dlp_rule_20",dlp,chuck
"1534809562.000","dlp_rule_13",dlp,chuck
"1534809569.000","dlp_rule_19",dlp,chuck
"1534809571.000","dlp_rule_12",dlp,chuck
"1534809574.000","dlp_rule_16",dlp,chuck
"1534809579.000","dlp_rule_3",dlp,chuck
"1534809583.000","dlp_rule_12",dlp,chuck
"1534809590.000","dlp_rule_10",dlp,chuck
"1534809599.000","dlp_rule_20",dlp,chuck
"1534809600.000","dlp_rule_1",dlp,chuck
"1534809601.000","dlp_rule_10",dlp,chuck
"1534809609.000","dlp_rule_3",dlp,chuck
"1534809609.000","dlp_rule_18",dlp,chuck
"1534809611.000","dlp_rule_1",dlp,chuck
"1534809611.000","dlp_rule_11",dlp,chuck
"1534809619.000","dlp_rule_2",dlp,chuck
"1534809642.000","dlp_rule_16",dlp,chuck
"1534809643.000","dlp_rule_8",dlp,chuck
"1534809646.000","dlp_rule_7",dlp,chuck
"1534809654.000","dlp_rule_4",dlp,chuck
"1534809654.000","dlp_rule_18",dlp,chuck
"1534809656.000","dlp_rule_10",dlp,chuck
"1534809661.000","dlp_rule_10",dlp,chuck
"1534809663.000","dlp_rule_16",dlp,chuck
"1534809665.000","dlp_rule_3",dlp,chuck
"1534809673.000","dlp_rule_9",dlp,chuck
"1534809685.000","dlp_rule_4",dlp,chuck
"1534809689.000","dlp_rule_1",dlp,chuck
"1534809689.000","dlp_rule_6",dlp,chuck
"1534809694.000","dlp_rule_18",dlp,chuck
"1534809702.000","dlp_rule_1",dlp,chuck
"1534809702.000","dlp_rule_19",dlp,chuck
"1534809709.000","dlp_rule_2",dlp,chuck
"1534809711.000","dlp_rule_14",dlp,chuck
"1534809717.000","dlp_rule_6",dlp,chuck
"1534809722.000","dlp_rule_6",dlp,chuck
"1534809725.000","dlp_rule_17",dlp,chuck
"1534809732.000","dlp_rule_18",dlp,chuck
"1534809743.000","dlp_rule_1",dlp,chuck
"1534809744.000","dlp_rule_12",dlp,chuck
"1534809754.000","dlp_rule_13",dlp,chuck
"1534809763.000","dlp_rule_5",dlp,chuck
"1534809768.000","dlp_rule_8",dlp,chuck
"1534809774.000","dlp_rule_16",dlp,chuck
"1534809774.000","dlp_rule_4",dlp,chuck
"1534809779.000","dlp_rule_16",dlp,chuck
"1534809788.000","dlp_rule_8",dlp,chuck
"1534809791.000","dlp_rule_18",dlp,chuck
"1534809793.000","dlp_rule_7",dlp,chuck
"1534809806.000","dlp_rule_10",dlp,chuck
"1534809808.000","dlp_rule_17",dlp,chuck
"1534809811.000","dlp_rule_19",dlp,chuck
"1534809818.000","dlp_rule_19",dlp,chuck
"1534809818.000","dlp_rule_7",dlp,chuck
"1534809820.000","dlp_rule_10",dlp,chuck
"1534809824.000","dlp_rule_2",dlp,chuck
"1534809824.000","dlp_rule_10",dlp,chuck
"1534809842.000","dlp_rule_19",dlp,chuck
"1534809847.000","dlp_rule_16",dlp,chuck
"1534809852.000","dlp_rule_10",dlp,chuck
"1534809854.000","dlp_rule_18",dlp,chuck
"1534809854.000","dlp_rule_19",dlp,chuck
"1534809863.000","dlp_rule_12",dlp,chuck
"1534809863.000","dlp_rule_20",dlp,chuck
"1534809865.000","dlp_rule_4",dlp,chuck
"1534809870.000","dlp_rule_10",dlp,chuck
"1534809870.000","dlp_rule_16",dlp,chuck
"1534809885.000","dlp_rule_15",dlp,chuck
"1534809889.000","dlp_rule_17",dlp,chuck
"1534809894.000","dlp_rule_6",dlp,chuck
"1534809894.000","dlp_rule_17",dlp,chuck
"1534809896.000","dlp_rule_3",dlp,chuck
"1534809903.000","dlp_rule_4",dlp,chuck
"1534809905.000","dlp_rule_8",dlp,chuck
"1534809914.000","dlp_rule_1",dlp,chuck
"1534809916.000","dlp_rule_18",dlp,chuck
"1534809920.000","dlp_rule_12",dlp,chuck
"1534809925.000","dlp_rule_18",dlp,chuck
"1534809925.000","dlp_rule_8",dlp,chuck
"1534809927.000","dlp_rule_1",dlp,chuck
"1534809929.000","dlp_rule_11",dlp,chuck
"1534809934.000","dlp_rule_16",dlp,chuck
"1534809934.000","dlp_rule_13",dlp,chuck
"1534809936.000","dlp_rule_12",dlp,chuck
"1534809946.000","dlp_rule_6",dlp,chuck
"1534809946.000","dlp_rule_18",dlp,chuck
"1534809948.000","dlp_rule_2",dlp,chuck
"1534809953.000","dlp_rule_17",dlp,chuck
"1534809953.000","dlp_rule_20",dlp,chuck
"1534809953.000","dlp_rule_3",dlp,chuck
"1534809955.000","dlp_rule_14",dlp,chuck
"1534809960.000","dlp_rule_14",dlp,chuck
"1534809965.000","dlp_rule_6",dlp,chuck
"1534809968.000","dlp_rule_13",dlp,chuck
"1534809970.000","dlp_rule_6",dlp,chuck
"1534809975.000","dlp_rule_20",dlp,chuck
"1534809978.000","dlp_rule_19",dlp,chuck
"1534809986.000","dlp_rule_1",dlp,chuck
"1534809986.000","dlp_rule_10",dlp,chuck
"1534809988.000","dlp_rule_2",dlp,chuck
"1534809988.000","dlp_rule_6",dlp,chuck
"1534809991.000","dlp_rule_16",dlp,chuck
"1534809996.000","dlp_rule_9",dlp,chuck
"1534809999.000","dlp_rule_1",dlp,chuck
"1534810001.000","dlp_rule_8",dlp,chuck
"1534810006.000","dlp_rule_7",dlp,chuck
"1534810017.000","dlp_rule_14",dlp,chuck
"1534810020.000","dlp_rule_15",dlp,chuck
"1534810027.000","dlp_rule_20",dlp,chuck
"1534810028.000","dlp_rule_20",dlp,chuck
"1534810031.000","dlp_rule_9",dlp,chuck
"1534810034.000","dlp_rule_3",dlp,chuck
"1534810035.000","dlp_rule_4",dlp,chuck
"1534810038.000","dlp_rule_16",dlp,chuck
"1534810043.000","dlp_rule_12",dlp,chuck
"1534810048.000","dlp_rule_12",dlp,chuck
"1534810050.000","dlp_rule_6",dlp,chuck
"1534810050.000","dlp_rule_11",dlp,chuck
"1534810052.000","dlp_rule_8",dlp,chuck
"1534810058.000","dlp_rule_11",dlp,chuck
"1534810062.000","dlp_rule_3",dlp,chuck
"1534810067.000","dlp_rule_17",dlp,chuck
"1534810069.000","dlp_rule_6",dlp,chuck
"1534810071.000","dlp_rule_2",dlp,chuck
"1534810080.000","dlp_rule_8",dlp,chuck
"1534810082.000","dlp_rule_18",dlp,chuck
"1534810089.000","dlp_rule_14",dlp,chuck
"1534810097.000","dlp_rule_20",dlp,chuck
"1534810097.000","dlp_rule_16",dlp,chuck
"1534810098.000","dlp_rule_12",dlp,chuck
"1534810112.000","dlp_rule_2",dlp,chuck
"1534810121.000","dlp_rule_12",dlp,chuck
"1534810133.000","dlp_rule_5",dlp,chuck
"1534810140.000","dlp_rule_7",dlp,chuck
"1534810142.000","dlp_rule_3",dlp,chuck
"1534810151.000","dlp_rule_12",dlp,chuck
"1534810158.000","dlp_rule_10",dlp,chuck
"1534810169.000","dlp_rule_13",dlp,chuck
"1534810169.000","dlp_rule_11",dlp,chuck
"1534810171.000","dlp_rule_13",dlp,chuck
"1534810186.000","dlp_rule_3",dlp,chuck
"1534810195.000","dlp_rule_18",dlp,chuck
"1534810196.000","dlp_rule_9",dlp,chuck
"1534810197.000","dlp_rule_8",dlp,chuck
"1534810204.000","dlp_rule_6",dlp,chuck
"1534810204.000","dlp_rule_11",dlp,chuck
"1534810206.000","dlp_rule_18",dlp,chuck
"1534810218.000","dlp_rule_13",dlp,chuck
"1534810218.000","dlp_rule_15",dlp,chuck
"1534810220.000","dlp_rule_9",dlp,chuck
"1534810223.000","dlp_rule_6",dlp,chuck
